BIBTEXKEY,JOURNAL,TITLE,ABSTRACT,ISSN,ISBN,DOI
assogbadjo_importance_2005,Belgian Journal of Zoology,Importance of rodents as a human food source in {Benin}.,"Rodents are an important food source for villagers near the Lama forest reserve, located in the south of Benin between 6[degree]55-7[degree]00N and 2[degree]04-2[degree]12 E. This stud), was designed to look at the consumption of rodents as a food source combined with a survey of rodents sold in markets. Data was collected oil : rodents species consumed, frequencies of consumption and food preferences. Some animals were captured in order to confirm the species. Rodents were a major part of diet included 10 species : grasscutler (Thryonomys swinderianus), giant rats (Cricetomys gambianus), Gambian Sun-squirrel (Heliosciurus gambianus), crested porcupine (Hystrix cristala), ground squirrel (Xerus erythropus), grass rat (Arvicanthis niloticus), slender gerbil (Taterillus gracilis), Kempi's gerbil (Tatera kempii), multimammate rats (Mastomys spp.) and grass mouse (Lemniscomys striatus venustus). On average, young people and children consumed rodents 6 times per person per month. The preferences of local populations were grasscutter and giant rats which were sold in local markets at relatively high prices US\$8-10 and US\$2-4 respectively. It is important to conduct further Studies to look at the impact of this hunting on the rodent populations and to ensure Sustainable harvesting.",0777-6276,NA,NA
sarrat_epidemiology_1973,Note sur l'epidemiologie des leptospiroses dans la region du Cap-Vert (Senegal.,[{On} the epidemiology of leptospirosis in the region of {Cap}-{Vert} ({Senegal})].,NA,NA,NA,NA
ranque_demonstration_1966,"Demonstration du pouvoir pathogene pour l'Homme de la souche de Leishmania isolee chez un Arvicanthis niloticus a Piroundary (Senegal). Inoculation volontaire, auto-observation.","[{Demonstration} of the pathogenic capacity for man of the {Leishmania} strain isolated in an {Arvicanthis} niloticus in {Piroundary} ({Senegal}). {Voluntary} inoculation, auto-observation].",NA,NA,NA,NA
anonymous_tete_1970,The American journal of tropical medicine and hygiene,Tete ({TETE}) strain. {AN} 3518.,NA,0002-9637,NA,NA
basic_gnotobiotics_2019,LABORATORY ANIMALS,"Gnotobiotics: {Past}, present and future","Gnotobiotics or gnotobiology is a research field exploring organisms with a known microbiological state. In animal research, the development of gnotobiotics started in the late 19th century with the rederivation of germ-free guinea pigs. Cutting-edge achievements were accomplished by scientists in the Laboratories of Bacteriology at the University of Notre Dame (LOBUND). The primary goals of gnotobiotics were not only the development of the equipment required for long-term husbandry but also phenotypic characterization of germ-free animals. The first isolators were designed by Reynolds and Gustafsson as rigid-wall stainless steel autoclave-like chambers, which were subsequently replaced by Trexler's flexible-film polyvinyl plastic isolators. Flexible-film or semi-rigid isolators are commonly used today. The long-term maintenance of gnotobiotic rodents is performed in positive-pressure isolators. However, to facilitate gnotobiotic experimental procedures, short-term husbandry systems have been developed. Gnotobiotic animal husbandry is laborious and requires experienced staff. Germ-free animals can be rederived from existing rodent colonies by hysterectomy or embryo transfer. The physiology and anatomy of germ-free rodents are different from those of specified pathogen-free (SPF) rodents. Furthermore, to guarantee gnotobiotic status, the colonies need to be regularly microbiologically monitored. Today, gnotobiotics provides a powerful tool to analyse functional effects of host-microbe interactions, especially in complex disease models. Gnotobiotic models combined with `omics' approaches will be indispensable for future advances in microbiome research. Furthermore, these approaches will contribute to the development of novel therapeutic targets. In addition, regional or national gnotobiotic core facilities should be established in the future to support further applications of gnotobiotic models.",0023-6772,NA,10.1177/0023677219836715
wright_rare_1978,Nursing times,Rare virus infections from the tropics.,NA,0954-7762,NA,NA
carpentier_delta_2001,NEUROTOXICOLOGY,Delta activity as an early indicator for soman-induced brain damage: {A} review,"The organophosphorus (OP) compound soman is known to produce long-lasting epileptic seizure activity and associated brain damage. The present paper reviews the findings of five recent studies that tentatively established correlations between the development of soman-induced neuropathology and some subtle changes in the electrocortigraphic (ECoG) power spectrum. It is important tot note that the reported experiments have been performed independently by three different teams (France, The Netherlands, USA) in various animal models (rat, guinea-pig, cynomolgus monkey) through different protocols of intoxication, pharmacological environments, and methods for ECoG spectral analysis. Despite there disparities, the five studies show that a sustained shift of ECoG power toward the lowest frequency range, i.e. the delta band, occurs within the first hours of soman-induced seizures. This early ECoG spectral change is concurrent with the first neuropathological changes in brain and is almost constantly followed, days or weeks later, by at least minimal neuropathology. Moreover, the relative contribution of delta activity to the ECoG power spectrum still remains abnormally high for 1-3 days after seizure onset, i.e. within the phase of damage maturation. On the other hand, soman-induced neuropathology was not observed in non-seizuring animals in which the delta activity was not increased above the pre-soman baseline. Similarly, no brain damage was ever shown in seizuring subjects in which the initial delta change eventually normalized after the curative administration of efficient anticonvulsant drugs such as the non-competitive antagonists of the NMDA receptor. These results, in agreement with previously published observations, strongly suggest that an increase of the relative power in the delta band might be a real-time marker of the ongoing development of soman-induced, seizure-related cerebral lesions and a reliable predictor for the final neuronal losses to come. Therefore, the monitoring of delta activity during the 24-72 h period that follows soman exposure may potentially be a useful tool to follow â€œon-lineâ€  the progression of brain damage and to control the neuroprotective activity of a medication. Moreover, since the method is non-invasive in man and since the above-presented results have been partly found in primates, the applicability to spectral analysis as a prognostic means in human OP poisoning ought to be seriously considered. (C) 2001 Elsevier Science Inc. All rights reserved.",0161-813X,NA,10.1016/S0161-813X(01)00019-5
odebode_inflammatory_2020,ALLERGY,Inflammatory responses in mice after intranasal instillation of spores of some aspergillus and penicillium spp monitored in {Southwest} {Nigeria,NA,0105-4538,NA,NA
matthey_new_1970,Nouvelles donnees sur la cytogenetique et la speciation des Leggada (Mammalia-Rodentia-Muridae),[{New} data on the cytogenetics and speciation of the {Leggada} ({Mammalia}-{Rodentia}-{Muridae})].,NA,0014-4754,NA,NA
nimo-paintsil_rodent-borne_2019,PloS one,Rodent-borne infections in rural {Ghanaian} farming communities.,"Rodents serve as reservoirs and/or vectors for several human infections of high morbidity and mortality in the tropics. Population growth and demographic shifts over the years have increased contact with these mammals, thereby increasing opportunities for disease transmission. In Africa, the burden of rodent-borne diseases is not well described. To investigate human seroprevalence of selected rodent-borne pathogens, sera from 657 healthy adults in ten rural communities in Ghana were analyzed. An in-house enzyme-linked immunosorbent assay (ELISA), for immunoglobulin G (IgG) antibodies to Lassa virus was positive in 34 (5\%) of the human samples. Using commercial kits, antibodies to hantavirus serotypes, Puumala and Dobrava, and Leptospira bacteria were detected in 11\%, 12\% and 21\% of the human samples, respectively. Forty percent of residents in rural farming communities in Ghana have measurable antibodies to at least one of the rodent-borne pathogens tested, including antibodies to viral hemorrhagic fever viruses. The high seroprevalence found in rural Ghana to rodent-borne pathogens associated with both sporadic cases and larger disease outbreaks will help define disease threats and inform public health policy to reduce disease burden in underserved populations and deter larger outbreaks.",1932-6203,NA,10.1371/journal.pone.0215224
walz_incentives_2017,Emerging infectious diseases,"Incentives for {Bushmeat} {Consumption} and {Importation} among {West} {African} {Immigrants}, {Minnesota}, {USA}.","The knowledge, attitudes, and practices surrounding bushmeat consumption and importation in the United States are not well described. Focus groups of West African persons living in Minnesota, USA, found that perceived risks are low and unlikely to deter consumers. Incentives for importation and consumption were multifactorial in this community.",1080-6059,NA,10.3201/eid2312.170563
laerm_amphibians_1999,Journal of the Elisha Mitchell Scientific Society,"Amphibians, reptiles, and mammals of {Sapelo} {Island}, {Georgia}.","We undertook faunal surveys and reviewed distributional records of amphibians, reptiles, and mammals occurring on Sapelo Island, McIntosh County, Georgia. Sapelo Island herpetological fauna consisted of 44 species, representing 41\% of the 107 coastal mainland species. These included 12 frogs, two salamanders, one crocodilian, nine lizards, 15 snakes, and five turtles. Zooarchaeological herpetofaunal remains reported from three excavations on the island ware consistent with the modern fauna. Seven representative vegetational community types were surveyed: dune, high marsh edge, loblolly-slash pine (Pinus taeda and P. elliottii), pond pine (P. serotina), longleaf pine (P. palustris), and live oak (Quercus virginiana)-laurel oak (Q. hemisphaerica) maritime forest. Two different successional stages of managed loblolly-slash pine were examined (mid-age, 40-50 yr old; and mature, 80 + yr old). Highest herptile species richness, based on pitfall trapping, was observed in mature and mid-aged loblolly pine and live oak stands. Lowest herptile richness was observed in dunes, high marsh, and pond pine communities. Twenty-four species of mammals (representing 50\% of 48 species known from the adjacent mainland) were recorded from Sapelo Island. These included one marsupial, four insectivores, seven bats, one xenarthran, one lagomorph, five rodents, three carnivores, and two artiodactyls. Three mammalian species recorded from zooarchaeological remains, but not present today, included the fox squirrel (Sciurus niger), black bear (Ursus americana), and striped skunk (Mephitis mephitis). Significantly higher species richness values were observed for the mammal pitfall data in the mid-age loblolly and high marsh sites compared to mature loblolly, longleaf pine, pond pine, and live oak communities. Mature pine and oak sites exhibited no significant differences in species richness.",0013-6220,NA,NA
ni_comparison_2019,NA,Comparison of {Urinary} {Proteomes} {Among} {Three} {Animal} {Models,"Biomarkers are the monitorable changes associated with physiological or pathological changes. Urine is not regulated by the homeostatic mechanism and can reflect multiple changes in the body. Animal models can simulate human disease processes, monitor disease changes, and provide clues for early diagnosis. In this chapter, clues are provided for the dominant model animals associated with disease selection by comparing the urine proteome of rats, guinea pigs, and golden hamsters. The peptides were cleaved by membrane digestion and analyzed by LC-MS/MS. The number of urine proteins in the three different animals was different, and also different in every system of the body. This provides a basis for selecting the best animal models for different diseases.",NA,978-981-13-9109-5; 978-981-13-9108-8,10.1007/978-981-13-9109-5_3
kulesza_physiological_2003,JOURNAL OF NEUROPHYSIOLOGY,Physiological response properties of neurons in the superior paraolivary nucleus of the rat,"The superior paraolivary nucleus (SPON) is a prominent nucleus of the superior olivary complex. In rats, this nucleus is composed of a morphologically homogeneous population of GABAergic neurons that receive excitatory input from the contralateral cochlear nucleus and inhibitory input from the ipsilateral medial nucleus of the trapezoid body. SPON neurons provide a dense projection to the ipsilateral inferior colliculus and are thereby capable of exerting profound modulatory influence on collicular neurons. Despite recent interest in the structural and connectional features of SPON, little is presently known concerning the physiological response properties of this cell group or its functional role in auditory processing. We utilized extracellular, in vivo recording methods to study responses of SPON neurons to broad band noise, pure tone, and amplitude-modulated pure tone stimuli. Localization of recording sites within the SPON provides evidence for a medial ( high frequency) to lateral ( low frequency) tonotopic representation of frequencies within the nucleus. Best frequencies of SPON neurons spanned the audible range of the rat and receptive fields were narrow with V-shaped regions near threshold. Nearly all SPON neurons responded at the offset of broad band noise and pure tone stimuli. The vast majority of SPON neurons displayed very low rates of spontaneous activity and only responded to stimuli presented to the contralateral ear, although a small population showed binaural facilitation. Most SPON neurons also generated spike activity that was synchronized to sinusoidally amplitude-modulated tones. Taken together, these data suggest that SPON neurons may serve to encode temporal features of complex sounds, such as those contained in species-specific vocalizations.",0022-3077,NA,10.1152/jn.00547.2002
soiret_diversity_2019,Journal of Threatened Taxa,"THE} {DIVERSITY} {AND} {CONSERVATION} {OF} {MAMMALS} {IN} {THE} {DODO} {COASTAL} {FOREST} {IN} {SOUTHWESTERN} {COTE} {D}'{IVOIRE}, {WESTERN} {AFRICA}: {A} {PRELIMINARY} {STUDY}.","To improve the knowledge of non-volant mammal diversity and conservation prospects in the Dodo Coastal Forest (DCF) in southwestern Cote d'Ivoire, we conducted reconnaissance surveys and interviews, and deployed remote cameras. We calculated visual encounter rates (vER) and sign ER (sER) of mammalian taxa and hunting signs, mapped their locations and tested the hypothesis that sightings and signs of Primates occurred closer to the river Dodo in and near the gallery forest. We sighted nine taxa, including threatened King Colobus (Endangered, EN), Olive Colobus (Vulnerable, VU), Lowe's Monkey (VU), the Eastern Lesser Spot-nosed Monkey (VU), and White-bellied Pangolin (VU), with vER of 0.04, 0.12, 0.04, 0.12, 0.04, respectively. We confirmed 14 other taxa with signs including threatened Western Chimpanzee (CR), Pygmy Hippopotamus (Endangered, EN), Bosman's Potto (VU), and Black-bellied Pangolin (VU), with sER of 0.51, 0.04, 0.08, 0.04, respectively. The most frequently encountered signs were of the Red River Hog at 1.73 signs/km, and the Bushbuck at 0.63 signs/km. Remote cameras captured images of these two taxa at image capture rates (ICR) of 0.044 and 0.022, respectively. Images of the African Buffalo were captured at ICR of 0.044. The 23 confirmed taxa include seven Primates, four rodents, three carnivores, six even-toed ungulates, two pangolins and a Tree Hyrax. The mean distance from the river Dodo to the sightings and the signs of the Primates was significantly shorter than that of other taxa. This supports our hypothesis. There was a high level of hunting signs (sER = 0.63) indicating that intensive hunting pressure is menacing the fauna. We recommend that authorities take actions against poaching, install a surveillance program, and curtail charcoal-making to ensure the conservation of the threatened mammals of the DCF.",0974-7893; 0974-7907,NA,NA
spruit_intravenous_2000,TOXICOLOGY AND APPLIED PHARMACOLOGY,Intravenous and inhalation toxicokinetics of sarin stereoisomers in atropinized guinea pigs,"We report the first toxicokinetic studies of (+/-)-sarin. The toxicokinetics of the stereoisomers of this nerve agent were studied in anesthetized, atropinized, and restrained guinea pigs after intravenous bolus administration of a dose corresponding to 0.8 LD50 and after nose-only exposure to vapor concentrations yielding 0.4 and 0.8 LCt50 in an 8-min exposure time. During exposure the respiratory minute volume and frequency were monitored. Blood samples were taken for gas chromatographic analysis of the nerve agent stereoisomers and for measurement of the activity of blood acetylcholinesterase (AChE). In all experiments, the concentration of (+)-sarin was below the detection limit ({\textless}5 pg/ml). The concentration-time profile of the toxic isomer, i.e., (-)-sarin, after an intravenous bolus was adequately described with a two-exponential equation. (-)-Sarin is distributed ca, 10-fold faster than C(-)P(-)-soman, whereas its elimination proceeds almost 10-fold slower, During nose-only exposure to 0.4 and 0.8 LCt50 of (+)-sarin in 8 min, (-)-sarin appeared to be rapidly absorbed. The blood AChE activity decreased during the exposure period to ca. 15 and 70\% of control activity, respectively. There were no effects on the respiratory parameters. A significant nonlinearity of the toxicokinetics with dose was observed for the respiratory experiments. (C) 2000 Academic Press.",0041-008X,NA,10.1006/taap.2000.9060
campbell_aberrant_2016,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,Aberrant fecal flora observed in guinea pigs with pressure overload is mitigated in animals receiving vagus nerve stimulation therapy,"Altered gut microbial diversity has been associated with several chronic disease states, including heart failure. Stimulation of the vagus nerve, which innervates the heart and abdominal organs, is proving to be an effective therapeutic in heart failure. We hypothesized that cervical vagus nerve stimulation (VNS) could alter fecal flora and prevent aberrations observed in fecal samples from heart failure animals. To determine whether microbial abundances were altered by pressure overload (PO), leading to heart failure and VNS therapy, a VNS pulse generator was implanted with a stimulus lead on either the left or right vagus nerve before creation of PO by aortic constriction. Animals received intermittent, open-loop stimulation or sham treatment, and their heart function was monitored by echocardiography. Left ventricular end-systolic and diastolic volumes, as well as cardiac output, were impaired in PO animals compared with baseline. VNS mitigated these effects. Metagenetic analysis was then performed using 16S rRNA sequencing to identify bacterial genera present in fecal samples. The abundance of 10 genera was significantly altered by PO, 8 of which were mitigated in animals receiving either left-or right-sided VNS. Metatranscriptomics analyses indicate that the abundance of genera that express genes associated with ATP-binding cassette transport and amino sugar/nitrogen metabolism was significantly changed following PO. These gut flora changes were not observed in PO animals subjected to VNS. These data suggest that VNS prevents aberrant gut flora following PO, which could contribute to its beneficial effects in heart failure patients.",0193-1857,NA,10.1152/ajpgi.00218.2016
yakubu_garcinia_2012-1,AFRICAN JOURNAL OF TRADITIONAL COMPLEMENTARY AND ALTERNATIVE MEDICINES,GARCINIA} {KOLA} {SEEDS}: {IS} {THE} {AQUEOUS} {EXTRACT} {A} {TRUE} {APHRODISIAC} {IN} {MALE} {WISTAR} {RATS}?,"The age long acclaimed aphrodisiac potentials of Garcinia kola seeds in some parts of Western Nigeria has not been substantiated with scientific evidence. In this study, we have decided to evaluate the effect of aqueous seed extract of G. kola at the doses of 25, 50 and 100 mg/kg body weight on sexual behaviour of male rats. Male rats weighing 215.00 +/- 18.58 g were randomized completely into four groups (A-D) of six animals each. Animals in group A received, orally, 0.5 ml of distilled water only while those in groups B, C and D received same volume containing 25, 50 and 100 mg/kg body weight of the seed extract respectively. Frequencies of mount (MF), intromission (IF), genital toilet (GTF) and ejaculation (EF) as well as latencies of mount (ML), intromission (IL) and ejaculation (EL) were evaluated following the pairing of male rats (1: 1) with non-oestrous female rats. The parameters were monitored for the first (15-30 min), second (75-90 min) and third (180195 min) observatory periods. The levels of testosterone, luteinizing (LH) and follicle stimulating hormones (FSH) were also determined. Phytochemical screening of the extract revealed the presence of saponins (2.78\%), cardiac glycosides (0.26\%), cardenolides and dienolides (0.24\%), flavonoids (1.28\%) and steroids (1.14\%). The 25 and 100 mg/kg body weight increased (P {\textless} 0.05) the MF whereas the ML was decreased by all the doses of the extract. MF and ML were not altered during the second observatory period whereas the 50 mg/kg body weight increased these parameters during the third observatory period. Other sexual behaviour parameters as well as serum testosterone, FSH and LH were not significantly altered throughout the observatory periods. Overall, the results revealed that G. kola seeds did not have sex enhancing potential as claimed. Therefore, the acclaimed pro sexual effect of Garcinia kola seeds is scientifically untrue. This study has refuted the claim that one of the rationales for consuming the seeds by the aged population of Nigeria is to enhance sexual invigoration in males.",0189-6016,NA,10.4314/ajtcam.v9i4.9
pham_oral_1997,KIDNEY INTERNATIONAL,Oral feeding of renal tubular antigen abrogates interstitial nephritis and renal failure in {Brown} {Norway} rats,"We have examined whether oral feeding of antigen can regulate the expression of autoimmune interstitial nephritis induced by antigen-in-adjuvant (RTA/CFA) immunization of Brown Norway rats. Male rats were divided into six experimental groups: Group I, RTA/CFA immunization alone; Groups II, III, and IV were pretreated with 1 mg (Group II), 5 mg (Group III), and 25 mg (Group IV) of oral tubular antigen every other day for ten days, followed by RTA/CFA immunization; Group V was pretreated with a control antigen, followed by RTA/CFA immunization; and Group VI was immunized with CFA alone. Renal histology, inulin clearance, DTH responses to RTA, and IgG antibody responses to RTA were monitored as endpoints of the study. Our results demonstrated that Group III and IV animals had significantly less severe renal injury, as assessed by inulin clearance and extent of renal cortical involvement by mononuclear cells. Group II and TV animals had suppressed DTH responses, and only Group IV animals had significantly depressed antigen-specific IgG serum titers. Group III animals had neither suppressed DTH responses or IgG titers. We conclude that oral administration of tubular antigen can modulate the intensity of interstitial nephritis produced by immunization, but that the regulatory mechanism is not dependent (at all doses of fed antigen) on suppressed DTH reactivity to RTA or suppressed antigen-specific IgG.",0085-2538,NA,10.1038/ki.1997.388
hall_essential_1998,INFECTION AND IMMUNITY,An essential role for interleukin-5 and eosinophils in helminth-induced airway hyperresponsiveness,"Infection with the parasitic helminth Brugia malayi can result in development of a severe asthmatic response termed tropical pulmonary eosinophilia, This disease, thought to result from a host inflammatory response to blood parasites which become trapped in the lung microvasculature, is characterized by a profound eosinophilic infiltration into the lungs. Recruitment of eosinophils also correlates with the development of airway hyperresponsiveness (AHR) to cholinergic agonists and severe asthmatic symptoms. Our studies examined the role of interleukin-5 (IL-5) in helminth-induced pulmonary eosinophilia and AHR. C57BL/6 mice immunized with killed B, malayi microfilariae and challenged intravenously with live microfilariae exhibit many of the characteristics of human disease, including peripheral and pulmonary eosinophilia, Cells recovered by bronchoalveolar lavage of sensitized mice consisted of 3.8\% eosinophils on day 1 postchallenge and 84\% on day 10, Extracellular major basic protein was present on the surface of airway epithelial cells as early as day 1 and continued to be evident after 8 days, indicating sustained activation and degranulation of eosinophils in the lung. These histologic changes correlated with the development of AHR to carbachol, In contrast to immunocompetent mice, immunization and challenge with B, malayi in IL-5(-/-) mice did not induce peripheral or pulmonary eosinophilia, and these mice failed to show AHR in response to cholinergic agonists. Taken together, these data indicate that IL-5 and eosinophils are required for the induction of AHR by filarial helminths.",0019-9567,NA,NA
borremans_presence_2011-1,VECTOR-BORNE AND ZOONOTIC DISEASES,"Presence of {Mopeia} {Virus}, an {African} {Arenavirus}, {Related} to {Biotope} and {Individual} {Rodent} {Host} {Characteristics}: {Implications} for {Virus} {Transmission","The East African Mopeia virus (MOPV) is an arenavirus closely related to the highly pathogenic West African Lassa virus, even sharing the same reservoir rodent host Mastomys natalensis. Because MOPV is not known to cause human disease, it offers a unique alternative for studying Lassa virus transmission. We investigated how habitat, population density, and host characteristics are related to MOPV occurrence in M. natalensis populations in Morogoro, Tanzania. In 3 contrasting habitats, 511 M. natalensis individuals were trapped, 12.1\% (58/480 tested individuals) of which tested seropositive for antibodies and 8.4\% (41/489 tested individuals) for MOPV-RNA. Although population densities differ among habitats, density and habitat were not significantly correlated to MOPV-RNA or antibody presence. Antibody presence was not significantly correlated with any host characteristics. In contrast, MOPV-RNA presence was inversely related to weight, age, sexual maturity, and body mass index. The model with body mass index as predictor was the best at predicting infection probability. Thirty-five individuals were exclusively MOPV-RNA positive, 52 were exclusively antibody positive, and 6 were both MOPV-RNA and antibody positive. Interpreting these data using experimental infection results from studies on other arenaviruses, this would mean that these infections were very recent, old, and roughly 1-3 weeks after infection, respectively. The higher RNA prevalence in juveniles implies vertical transmission, or that horizontal transmission occurs mainly in this age group due to lack of immunity, higher susceptibility, and/or higher juvenile contact rates. This study demonstrates the strength of combining information on antibody and RNA presence with host characteristics, and how this information can provide valuable insights into transmission dynamics.",1530-3667,NA,10.1089/vbz.2010.0010
kemp_isolation_1974,Journal of wildlife diseases,"Isolation of viruses from wild mammals in {West} {Africa}, 1966-1970.",NA,0090-3558,NA,NA
uneke_seroprevalence_2005,Parassitologia,"Seroprevalence of acquired toxoplasmosis in {HIV}-infected and apparently healthy individuals in {Jos}, {Nigeria}.","Toxoplasma gondii IgG antibody seroprevalence was studied in two different populations of 219 HIV-infected patients and 144 apparently healthy individuals (AHIs). Clinical toxoplasmosis was assessed among the HIV-infected patients. Antibodies to T. gondii were detected in 85 (38.8\%, 95\% CI: 32.36\%-45.26\%) of the HIV-infected patients and in 30 (20.8\%, 95\% CI: 14.20\%-27.46\%) of the AHIs. Among the AIHs, males represented 22.0\% of infections compared to females (20.0\%) and individuals within age group 21-30 years accounted for the highest prevalence of 33.3\% (95\% CI: 11.56\%-55.10\%). There was no significant difference in the trend (Chi-square, P {\textless} or = 0.05). Assessment of epidemiological factors showed higher seroprevalence of Toxoplasma antibodies among those who eat rodents (29.6\%) and those who constantly have contact with the soil (21.2\%). Among the HIV-infected, individuals 31-40-years-old had the highest T. gondii seroprevalence (36.5\%). Evaluation of the clinical findings of patients with concomitant toxoplasmosis and HIV infection greatly implicated fever (63.5\%), headache (44.7\%), rashes (41.2\%) and anorexia (34.1\%). This study contributes to the development of guidelines for the prevention and management of toxoplasmosis in HIV-infected patients and in apparently healthy individuals in a resource scarce setting.",0048-2951,NA,NA
henderson_3_1995,JOURNAL OF CELL SCIENCE,3 {MICROTUBULE}-{ORGANIZING} {CENTERS} {COLLABORATE} {IN} {A} {MOUSE} {COCHLEAR} {EPITHELIAL}-{CELL} {DURING} {SUPRACELLULARLY} {COORDINATED} {CONTROL} {OF} {MICROTUBULE} {POSITIONING,"Large cell surface-associated microtubule bundles that include about 3,000 microtubules assemble in certain epithelial cells called inner pillar cells in the mouse organ of Corti. Microtubule-organizing centres (MTOCs) at both ends and near the middle of each cell act in concert during control of microtubule positioning. In addition, the three cell surface-associated microtubule-organizing centres are involved in coordinating the connection of bundle microtubules to cytoskeletal components in neighbouring cells and to a basement membrane. The precisely defined locations of the three MTOCs specify the cell surface regions where microtubule ends will finally be anchored, The MTOCs are modified as anchorage proceeds. Substantial fibrous meshworks assemble at the surface sites occupied by the MTOCs and link microtubule ends to cell junctions. This procedure also connects the microtubule bundle to cytoskeletal arrays in neighbouring cells at two of the MTOC sites, and to the basilar membrane (a substantial basement membrane) in the case of the third site. A fourth meshwork that is not positioned at a major MTOC site is involved in connecting one side of the microtubule bundle to the cytoskeletons of two other cell neighbours, The term surfoskelosome is suggested for such concentrations of specialized cytoskeletal materials and junctions at cell surface anchorages for cytoskeletal arrays. The large microtubule bundle in each cell is composed of two closely aligned microtubule arrays, Bundle assembly begins with nucleation of microtubules by a centrosomal MTOC that is attached to the apical cell surface, These microtubules elongate downwards and the plus ends of many of them are apparently captured by a basal MTOC that is attached to the plasma membrane at the bottom of the cell, In the lower portion of the cell, the microtubule bundle also includes a basal array of microtubules but these elongate in the opposite direction, This investigation provides evidence that they extend upwards from the basal MTOC to be captured by a medial MTOC which is attached to the plasma membrane and situated near the mid-level of the cell, However, there are substantial indications that the basal array's microtubules are also nucleated by the apically situated centrosomal MTOC, but escape from it, and are translocated downwards for capture of their plus ends by the basal MTOC, If this is the case, then these microtubules continue to elongate after translocation and extend back up to the medial MTOC, which captures their minus ends.",0021-9533,NA,NA
ambali_toxicological_2008,Pakistan journal of biological sciences : PJBS,Toxicological screening of lyophilized extract of some {Nigerian} wild mushrooms in mice.,"Mushrooms are macrofungi widely consumed as food. However, many mushrooms rot away in the wild because of fear of toxicity. Therefore, lyophilized aqueous extracts of 6 mushroom species collected from Zaria, Nigeria and taxonomically identified as Chlorophyllum molybdites, Panaeolus subalteatus, Macrolepiota procera, Leucopaxillus albissmus, Hygrophoropsis aurantiacus and Pholiota aurea were screened for toxicity in mice. Lyophilized aqueous extract of each of these mushrooms was administered to three groups of 3 mice intraperitoneally (i.p.) at doses of 100, 1000 and 10, 000 mg kg(-1), respectively. Another group of three mice given distilled water served as control. The mice were examined for clinical signs of toxicity over a period of 72 h and pathological examinations conducted on dead animals. The severity of clinical signs, onset of death and pathological lesions were dose dependent. Death occurred within 10 min in all the mice dosed at 10,000 mg kg(-1) with the lyophilized extracts of all the mushrooms screened, with the exception of that of H. aurantiacus, which produced death 21-23 h post administration. This result showed that all the screened mushrooms, including the popular edible M. procera were found toxic. Therefore, since all the mushrooms screened were found toxic, it is recommended that extreme caution should be exercised in their consumption. Furthermore, in view of the regional differences in the toxicity of mushrooms, there is the need to screen more wild mushrooms found in Nigeria for toxicity. This will boost mushroom mycophagy, reduce poisoning incidence and reduce wastage of edible mushrooms in the wild.",1028-8880,NA,NA
saxon_transtympanic_2001,NEUROREPORT,Transtympanic tetrodotoxin alters the {VOR} and {Fos} labeling in the vestibular complex,"The sodium channel blocker tetrocdotoxin (TTX) is an effective tool for blockade of action potentials. Unilateral transtympanic administration of 3 mM TTX produced behavioral symptoms similar to those following unilateral peripheral vestibular ablation. Complete resolution of visible symptoms occurred between 48 and 72 h post-TTX. Eye-coil recordings indicated a spontaneous nystagmus and a decrease in the VOR in TTX-treated animals. Neuronal activity in the central vestibular complex (VC), as monitored with Fos immunocytochemistry, revealed an asymmetric pattern of Fos labeling in the medial, inferior and superior vestibular nuclei and the prepositus hypoglossal nucleus. Although the spatio-temporal pattern of Fos labeling was consistent and reproducible at each time-point, changes were noted among time-points. Transient blockade with TTX may be useful for studying the central vestibular response to recurrent or episodic vestibular disruption in the intact system. NeuroReport 12:3051-3055 (C) 2001 Lippincott Williams \& Wilkins.",0959-4965,NA,10.1097/00001756-200110080-00014
